	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
37	37	2	0.3633060853769301	2.195384090287345	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2												linear					bag_of_word_counts	classifier	2540.104	937	715	761	561	613	589	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0389	adam	5	+accuracy	0.8845973782771536	2540.104	338.0	6	627	561	761	561	613	561	561	561	0.308775016696154	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8204678399222236
38	38	5	0.2633969118982743	627.96927621024	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7]	460.0		465.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.26	1159	997	561	561	561	661	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0343	adam	5	+accuracy	0.292251872659176	2550.26	53.0	9	695	10	561	561	561	661	561	561	758.574928857414	0	0.21435059037238874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2870.065228148869
39	39	2	0.2279745685740236	2.4158938271658763	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		final_state		True		162.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.112	561	561	561	561	561	561	611	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0911	adam	5	+accuracy	0.24555243445692884	2547.108	46.0	6	561	561	10	561	399	561	611	561	2.5027939438373408	0	0.22252497729336967	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.549780692373003
40	40	4	0.3578564940962761	3.1056232486452373	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		meanpool		True		234.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.516	937	647	561	561	561	663	623	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0588	adam	5	+accuracy	0.9198267790262172	2548.508	65.0	8	937	647	561	561	561	203	623	561	0.2560778231768126	0	0.3160762942779292	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.615265498842512
41	41	6	0.2688465031789282	848.2491382598877	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.2					50.0			[1, 2, 3, 4, 5]	342.0		117.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.18	693	561	561	585	587	901	1149	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.051	adam	5	+accuracy	0.3010299625468165	2549.176	61.00000000000001	10	297	561	561	569	587	571	561	625	456.14674338865814	0	0.2661217075386013	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3100.1810274669106
42	42	1	0.3751135331516803	1.4607902935573034	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		final_state		True		287.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2555.52	657	675	779	561	717	661	621	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0261	adam	5	+accuracy	0.6612827715355806	2555.52	53.0	5	657	663	561	561	0	661	571	673	0.9479790660325954	0	0.3551316984559492	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.5840477194104885
43	43	8	0.2579473206176203	21651.910335867746	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	317.0		264.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.956	707	647	561	561	593	635	571	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0606	adam	5	+accuracy	0.2999765917602996	2549.952	75.0	12	707	647	561	561	129	561	571	10	41.51071388801832	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	10351.08702697754
44	44	0	0.2633969118982743	1.7520323412758962	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		attention		True		308.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.604	657	675	561	561	717	661	621	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0526	adam	5	+accuracy	0.2247191011235955	2548.604	43.0	4	657	663	561	561	10	661	571	673	2.3116615233796365	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1313107558659143
45	45	2	0.3478655767484105	3.1172458376203265	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4												linear					bag_of_word_counts	classifier	2547.0	1159	997	561	561	635	661	571	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0622	adam	5	+accuracy	0.7460205992509363	2547.0	280.0	6	343	561	561	561	609	561	18	571	0.9549069845497832	0	0.3242506811989101	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.852831642968314
46	46	5	0.36693914623069934	1.976114320755005	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.964	571	717	619	699	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0212	adam	5	+accuracy	0.8030196629213483	2540.956	585.0	9	561	561	561	0	561	561	561	561	0.5096014553353134	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2862157821655282
47	47	0	0.262488646684832	2.063802576065064	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		meanpool		True		255.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2559.716	561	561	561	561	671	691	561	669	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0949	adam	5	+accuracy	0.226123595505618	2559.716	45.0	4	561	561	0	561	671	691	561	669	2.213064024064425	0	0.254314259763851	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2349966866629463
48	48	5	0.3678474114441417	2.995031949451992	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.2												linear					bag_of_word_counts	classifier	2539.928	561	571	997	703	561	561	677	731	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0464	adam	5	+accuracy	0.8816713483146067	2539.92	474.00000000000006	9	561	561	211	561	561	561	677	561	0.33867843659796965	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.663442039489746
49	49	4	0.3524069028156221	2.995788376671927	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0												linear					bag_of_word_counts	classifier	2540.1	721	715	761	699	613	561	669	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0587	adam	5	+accuracy	0.9966058052434456	2540.04	411.0	8	721	561	703	219	561	561	669	561	0.02780643795801794	0	0.3433242506811989	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.5066233703068326
50	50	1	0.3469573115349682	1.8391020877020705	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		maxpool		True		298.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.72	561	561	561	665	561	707	571	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.043	adam	5	+accuracy	0.4487359550561798	2548.72	39.0	5	561	561	561	561	561	695	561	571	1.7382254658566878	0	0.27883742052679383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2910986082894462
51	51	6	0.25703905540417804	1.9313433306557792	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.4		attention		True		197.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.508	561	561	569	1029	561	561	645	621	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0872	adam	5	+accuracy	0.23572097378277154	2547.508	78.0	10	561	561	561	10	561	561	645	621	2.2693998032294846	0	0.2134423251589464	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.135241372244699
52	52	2	0.25340599455040874	5.974707719257902	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1		final_state		True		428.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2557.536	721	561	703	719	561	561	671	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0859	adam	5	+accuracy	0.2346676029962547	2557.532	52.0	6	571	561	585	719	561	561	561	561	4.720623288708233	0	0.2470481380563125	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.380496304375785
53	53	0	0.3923705722070845	1.345603564807347	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.1	561	571	683	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0389	adam	5	+accuracy	0.9331694756554308	2544.096	15.000000000000002	4	561	571	683	561	561	561	561	561	0.1997720193996858	0	0.3478655767484105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2610599926539825
54	54	0	0.32697547683923706	1.7043142352785383	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	415.0		316.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.476	561	571	683	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0245	adam	5	+accuracy	0.2961142322097378	2548.468	27.0	4	561	571	683	561	561	561	561	561	151.21188090535142	0	0.25885558583106266	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	66.78079594203405
55	55	0	0.3742052679382379	1.466493092264448	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.48	571	561	585	719	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0825	adam	5	+accuracy	0.8844803370786517	2543.476	16.0	4	571	561	585	719	561	561	561	561	0.38987097738499055	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.463084224292209
56	56	1	0.3932788374205268	1.7480502605438233	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.64	561	561	561	569	561	647	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.05	adam	5	+accuracy	0.9756554307116104	2543.632	16.0	5	561	561	561	569	561	639	561	561	0.08584838717729411	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.476847001484463
57	57	8	0.3405994550408719	1.949903791291373	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2		maxpool		True		83.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.8720000000008	561	659	561	561	561	701	561	585	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0703	adam	5	+accuracy	0.3758192883895131	2546.8720000000008	83.0	12	561	561	561	561	561	571	561	585	1.8305586670221907	0	0.3069936421435059	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8824580328805105
58	58	7	0.2670299727520436	154.64662481376104	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	161.0		339.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.436	561	733	601	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0421	adam	5	+accuracy	0.25550093632958804	2549.4	64.0	11	561	247	601	561	561	561	561	561	251.45881250422542	0	0.1907356948228883	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1704.5178355625696
59	59	0	0.3696639418710264	1.4012425354548863	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.324	571	571	561	561	561	571	1017	647	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0777	adam	5	+accuracy	0.9115168539325844	2543.32	19.0	4	571	571	561	561	561	571	1017	647	0.29445341706610795	0	0.33969118982742963	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.8174840961183816
60	60	0	0.2579473206176203	18.432976504734587	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7]	295.0		442.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.244	635	561	561	561	609	561	655	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0256	adam	5	+accuracy	0.238061797752809	2548.24	27.0	4	635	561	561	561	609	561	655	10	44.21211659506466	0	0.2470481380563125	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	80.93333076749529
61	61	1	0.254314259763851	2679.395946393694	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1					50.0			[1, 2, 3, 4, 5]	302.0		413.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.34	561	561	561	585	561	569	641	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0855	adam	5	+accuracy	0.2546816479400749	2550.34	28.0	5	561	561	561	585	561	569	641	561	16391.05044498515	0	0.184377838328792	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	12420.23811732701
62	62	0	0.3469573115349682	2.742570860045297	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.076	561	571	561	691	561	611	721	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0826	adam	5	+accuracy	0.7124297752808989	2540.076	226.0	4	561	561	561	659	561	603	721	561	1.2850138798132815	0	0.3333333333333333	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.2485508986881815
63	63	4	0.3505903723887375	4.63504319190979	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3												linear					bag_of_word_counts	classifier	2539.96	561	607	661	617	561	561	1001	727	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0929	adam	5	+accuracy	0.7988061797752809	2539.956	499.00000000000006	8	561	561	561	607	561	561	561	561	0.9691130623835305	0	0.3460490463215259	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.936631059646606
64	64	2	0.262488646684832	3.1279297828674317	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.2		meanpool		True		257.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2559.336	937	715	561	561	561	589	569	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0961	adam	5	+accuracy	0.22015449438202248	2559.32	63.00000000000001	6	323	715	561	561	561	551	561	561	3.5567030013723766	0	0.20799273387829245	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7109058550425935
65	65	0	0.27338782924613986	2.0240840571267262	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	172.0		198.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.996	695	647	561	561	593	635	561	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0338	adam	5	+accuracy	0.25234082397003743	2548.968	28.0	4	695	645	561	561	593	0	561	599	62.185305634241416	0	0.2461398728428701	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	41.17468138422285
66	66	1	0.35967302452316074	1.7520924636295865	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear					bag_of_word_counts	classifier	2540.232	561	561	775	679	743	561	561	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0271	adam	5	+accuracy	0.8371956928838952	2540.216	293.0	5	561	561	10	679	743	561	561	561	0.44008973916148425	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2798348460878644
67	67	1	0.3405994550408719	2.7209219319479807	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.032	561	571	753	679	743	561	603	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0679	adam	5	+accuracy	0.9859550561797752	2539.028	290.0	5	561	571	561	679	743	561	561	561	0.0593161303759291	0	0.32515894641235243	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.3961482116154262
