	Unnamed: 0	Unnamed: 0.1	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.aggregate_feedforward.activations	model.aggregate_feedforward.dropout	model.aggregate_feedforward.hidden_dims	model.aggregate_feedforward.input_dim	model.aggregate_feedforward.num_layers	model.attend_feedforward.activations	model.attend_feedforward.dropout	model.attend_feedforward.hidden_dims	model.attend_feedforward.input_dim	model.attend_feedforward.num_layers	model.attention_similarity.type	model.classifier.activations	model.classifier.dropout	model.classifier.hidden_dims	model.classifier.input_dim	model.classifier.num_layers	model.compare_feedforward.activations	model.compare_feedforward.dropout	model.compare_feedforward.hidden_dims	model.compare_feedforward.input_dim	model.compare_feedforward.num_layers	model.dropout	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.encoder.architecture.type	model.encoder.bidirectional	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.ignore_edges	model.inference_encoder.bidirectional	model.inference_encoder.hidden_size	model.inference_encoder.input_size	model.inference_encoder.num_layers	model.inference_encoder.type	model.initializer	model.output_feedforward.activations	model.output_feedforward.dropout	model.output_feedforward.hidden_dims	model.output_feedforward.input_dim	model.output_feedforward.num_layers	model.output_logit.activations	model.output_logit.hidden_dims	model.output_logit.input_dim	model.output_logit.num_layers	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.projection_feedforward.activations	model.projection_feedforward.hidden_dims	model.projection_feedforward.input_dim	model.projection_feedforward.num_layers	model.similarity_function.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.projection_dim	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_clipping	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss
81	81	81.0	0	0.4961656441717792	0.7549952637581598			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.2062757746488561								esim	True	501.0	300.0	3.0	lstm		True	355.0	217.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.3379532557116716', '0.3379532557116716']	[353, 353]	2840.0	2.0	linear	3.0	353.0	1.0											['relu', 'relu', 'relu']	[217, 217, 217]	4008.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2935.748	9949	0	10887	6987						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.2618619915074065	0.5		max	0.0	reduce_on_plateau	75	1.0	1.258428177716554e-06	adam	5	+accuracy	0.6075182234276996	2935.748	255.00000000000003	4	9949	0	4641	6987					0.6926085402164356	0	0.495398773006135	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7285505391302562
82	82	82.0	0	0.4961656441717792	0.7403465594564166			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.17471776704032932								esim	True	378.0	300.0	3.0	lstm		True	507.0	127.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu']	['0.39223446867288264']	[462]	4056.0	1.0	linear	3.0	462.0	1.0											['tanh', 'tanh', 'tanh']	[127, 127, 127]	3024.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2938.86	9949	9893	4083	6009						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		8.850943733681515	0.5		max	0.0	reduce_on_plateau	75	1.0	0.01000089545667051	adam	5	+accuracy	0.6354466858789626	2938.86	247.00000000000003	4	9949	9893	4083	6009					0.6577968820323788	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7254158173288617
83	83	83.0	0	0.4961656441717792	1.0073940271422976			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.4599732264316158								esim	True	137.0	300.0	2.0	lstm		True	111.0	92.0	2.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu', 'relu']	['0.36147168043348366', '0.36147168043348366']	[148, 148]	888.0	2.0	linear	3.0	148.0	1.0											['tanh', 'tanh']	[92, 92]	1096.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2831.216	9949	0	2507	7225						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		9.273668911004284	0.5		max	0.0	reduce_on_plateau	75	1.0	2.333128780210034e-06	adam	5	+accuracy	0.6037463976945245	2831.216	110.0	4	9949	0	2507	7225					0.7698538818656591	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7892380470321292
84	84	84.0	10	0.7032208588957055	0.5709476612863087			10000	True	single_id		snli	14		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.3549731945380255								esim	True	511.0	300.0	1.0	lstm		True	77.0	136.0	1.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.2258352481853096', '0.2258352481853096']	[433, 433]	616.0	2.0	linear	3.0	433.0	1.0											['tanh']	[136]	4088.0	1.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2831.916	9949	9537	11946	5245						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		8.71061916690523	0.5		max	0.0	reduce_on_plateau	75	1.0	0.004643007150917247	adam	5	+accuracy	0.8831581624004069	2831.916	334.0	14	9949	9537	11946	5245					0.2877416504410709	0	0.6993865030674846	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.6816793041569846
85	85	85.0	8	0.8013803680981595	0.4606177350733338			10000	True	single_id		snli	12		32	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.34272895422643485								esim	True	502.0	300.0	1.0	lstm		True	107.0	380.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu']	['0.40643798358955596']	[150]	856.0	1.0	linear	3.0	150.0	1.0											['tanh', 'tanh']	[380, 380]	4016.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2811.752	10649	11451	12006	4179						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		6.3157101638448765	0.5		max	0.0	reduce_on_plateau	75	1.0	0.00016867586788111018	adam	5	+accuracy	0.8920579759281234	2811.456	550.0	12	9099	9901	10393	4179					0.25525516568907713	0	0.799079754601227	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.4728981908865091
86	86	86.0	5	0.7929447852760736	0.4592617757263638			10000	True	single_id		snli	9		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.4765896189743945								esim	True	99.0	300.0	1.0	lstm		True	330.0	296.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.4117844967747943', '0.4117844967747943']	[113, 113]	2640.0	2.0	linear	3.0	113.0	1.0											['tanh', 'tanh', 'tanh']	[296, 296, 296]	792.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2843.324	9949	0	7755	1919						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.259594824378393	0.5		max	0.0	reduce_on_plateau	75	1.0	0.0001684416626825661	adam	5	+accuracy	0.8164519410069503	2843.324	296.0	9	9949	0	7755	1919					0.40550054448245343	0	0.7860429447852759	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.4596607699280694
87	87	87.0	0	0.4961656441717792	0.7484469073159354			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.1369891415780214								esim	True	249.0	300.0	2.0	lstm		True	246.0	496.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.36844406895527304', '0.36844406895527304']	[295, 295]	1968.0	2.0	linear	3.0	295.0	1.0											['relu', 'relu']	[496, 496]	1992.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2850.44	9949	0	4501	4731						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		9.548541735900493	0.5		max	0.0	reduce_on_plateau	75	1.0	2.2090529718663435e-06	adam	5	+accuracy	0.6137480928971012	2850.44	161.0	4	9949	0	4501	309					0.6816061591391318	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7269289465177626
88	88	88.0	10	0.816717791411043	0.5686760147412618			10000	True	single_id		snli	14		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.27681843762044106								esim	True	506.0	300.0	1.0	lstm		True	498.0	181.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh', 'tanh']	['0.3375064702655032', '0.3375064702655032', '0.3375064702655032']	[439, 439, 439]	3984.0	3.0	linear	3.0	439.0	1.0											['relu', 'relu', 'relu']	[181, 181, 181]	4048.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2971.108	9949	9713	11874	4877						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.882135694209702	0.5		max	0.0	reduce_on_plateau	75	1.0	0.00019737730939165248	adam	5	+accuracy	0.9697406340057636	2971.108	615.0	14	9949	9713	11612	4877					0.07706406003313497	0	0.8128834355828221	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.625603145077115
89	89	89.0	0	0.4961656441717792	0.7681313015165783			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.170698030999479								esim	True	101.0	300.0	1.0	lstm		True	304.0	386.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh', 'tanh']	['0.040946546456703536', '0.040946546456703536', '0.040946546456703536']	[148, 148, 148]	2432.0	3.0	linear	3.0	148.0	1.0											['tanh', 'tanh', 'tanh']	[386, 386, 386]	808.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2842.968	9949	0	6814	1425						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		6.694021280748137	0.5		max	0.0	reduce_on_plateau	75	1.0	0.00219765074312503	adam	5	+accuracy	0.6284115951856247	2842.968	137.0	4	9949	0	4737	1425					0.6639922635988168	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7112980967476255
90	90	90.0	9	0.7860429447852759	0.5242145189217159			10000	True	single_id		snli	13		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.2511116624936188								esim	True	292.0	300.0	1.0	lstm		True	151.0	207.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu', 'relu', 'relu']	['0.2091073995226186', '0.2091073995226186', '0.2091073995226186']	[194, 194, 194]	1208.0	3.0	linear	3.0	194.0	1.0											['tanh', 'tanh', 'tanh']	[207, 207, 207]	2336.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2846.384	9949	0	11702	3975						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		5.553624500917199	0.5		max	0.0	reduce_on_plateau	75	1.0	0.00023840614972066963	adam	5	+accuracy	0.9237158840481438	2846.384	662.0	13	9949	0	11702	3975					0.18695526058737666	0	0.7814417177914108	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.5142129595790591
91	91	91.0	0	0.4961656441717792	0.805020619006384			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.20463178081697755								esim	True	275.0	300.0	1.0	lstm		True	155.0	501.0	1.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu', 'relu']	['0.04620524709259677', '0.04620524709259677']	[343, 343]	1240.0	2.0	linear	3.0	343.0	1.0											['relu', 'relu']	[501, 501]	2200.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2858.548	9949	9537	11712	3483						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		5.8622821745157285	0.5		max	0.0	reduce_on_plateau	75	1.0	3.1648574196537826e-06	adam	5	+accuracy	0.6319715205967114	2858.548	178.0	4	9949	9537	11712	10					0.6558131091801455	0	0.4938650306748466	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.69734635807219
92	92	92.0	1	0.5038343558282209	0.8117361011959258			10000	True	single_id		snli	5		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.3502141149736714								esim	True	509.0	300.0	1.0	lstm		True	320.0	167.0	1.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh', 'tanh']	['0.28347954038852025', '0.28347954038852025', '0.28347954038852025']	[223, 223, 223]	2560.0	3.0	linear	3.0	223.0	1.0											['tanh', 'tanh']	[167, 167]	4072.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2850.472	9949	9537	12070	5023						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.122792511880388	0.5		max	0.0	reduce_on_plateau	75	1.0	0.03968411016772133	adam	5	+accuracy	0.593998982878454	2850.472	141.0	5	9949	9537	12070	5023					0.6986127580569043	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7989453105699449
93	93	93.0	0	0.4961656441717792	0.8652057363873437			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.4430437223734282								esim	True	418.0	300.0	2.0	lstm		True	295.0	221.0	2.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.03677299761138819', '0.03677299761138819']	[406, 406]	2360.0	2.0	linear	3.0	406.0	1.0											['relu']	[221]	3344.0	1.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2864.52	9949	10029	2093	6845						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		9.234965325405732	0.5		max	0.0	reduce_on_plateau	75	1.0	0.003739795090988033	adam	5	+accuracy	0.6280725546702831	2864.368	158.0	4	9949	10029	2093	6845					0.6650956323153281	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7271031510262262
94	94	94.0	0	0.4961656441717792	0.8021729162761143			10000	True	single_id		snli	4		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.1489259613915297								esim	True	240.0	300.0	2.0	lstm		True	181.0	133.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu', 'relu']	['0.4295395940706845', '0.4295395940706845']	[329, 329]	1448.0	2.0	linear	3.0	329.0	1.0											['relu', 'relu', 'relu']	[133, 133, 133]	1920.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2843.82	9949	0	11702	3975						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		8.339060991373588	0.5		max	0.0	reduce_on_plateau	75	1.0	0.015506196168820681	adam	5	+accuracy	0.6354466858789626	2843.784	137.0	4	9949	0	11702	3975					0.6562726928128136	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.74322452715465
95	95	95.0	3	0.5038343558282209	1.0214763539178031			10000	True	single_id		snli	7		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.31711139656106546								esim	True	206.0	300.0	1.0	lstm		True	236.0	390.0	3.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['tanh', 'tanh']	['0.08623658959143149', '0.08623658959143149']	[376, 376]	1888.0	2.0	linear	3.0	376.0	1.0											['tanh', 'tanh']	[390, 390]	1648.0	2.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2838.408	9949	9713	11726	2551						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		6.640948778134749	0.5		max	0.0	reduce_on_plateau	75	1.0	0.07877152538516635	adam	5	+accuracy	0.5825139854212579	2838.396	274.0	7	9949	9713	11726	2551					0.6935621407943043	0	0.4961656441717792	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.7046482704934621
96	96	96.0	3	0.7691717791411042	0.6402027777263096			10000	True	single_id		snli	7		64	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket																						0.2087726615795119								esim	True	320.0	300.0	2.0	lstm		True	167.0	457.0	1.0	lstm	[['.*linear_layers.*weight', {'type': 'xavier_uniform'}], ['.*linear_layers.*bias', {'type': 'zero'}], ['.*weight_ih.*', {'type': 'xavier_uniform'}], ['.*weight_hh.*', {'type': 'orthogonal'}], ['.*bias_ih.*', {'type': 'zero'}], ['.*bias_hh.*', {'type': 'lstm_hidden_bias'}]]	['relu', 'relu', 'relu']	['0.02092840179089217', '0.02092840179089217', '0.02092840179089217']	[430, 430, 430]	1336.0	3.0	linear	3.0	430.0	1.0											['tanh', 'tanh', 'tanh']	[457, 457, 457]	2560.0	3.0	dot_product	300.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz		True	embedding						esim		2841.42	9949	9537	12148	4259						/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_test.txt		/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_train.txt	0		7.817521089279633	0.5		max	0.0	reduce_on_plateau	75	1.0	0.000988077113851283	adam	5	+accuracy	0.964909306662146	2841.42	197.0	7	9949	9537	12148	4259					0.09771991436821496	0	0.7400306748466258	/home/suching/reproducibility/scitail/SciTailV1.1/snli_format/scitail_1.0_dev.txt	0.8875532490866525
