	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
182	4	0.25885558583106266	4452.133836146763	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1					300.0			[1, 2, 3, 4, 5]	396		456.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.716	743	699	687	601	553	593	561	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0845	adam	5	+accuracy	0.83	2497.716	00:00:09	8	743	699	687	467	553	593	525	553	1639.928207397461	0	0.23524069028156222	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	23148.748270089287
183	8	0.28337874659400547	2.946952281679426	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2		meanpool		True		172.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2489.58	615	901	653	551	641	767	727	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0138	adam	5	+accuracy	1.0	2489.58	00:00:14	12	143	901	653	551	641	0	727	217	0.0001860771860395159	0	0.27702089009990916	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.10660640171596
184	2	0.24977293369663942	2.5163247380937848	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4		meanpool		True		502.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2508.428	553	459	553	533	593	757	435	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0405	adam	5	+accuracy	0.72	2508.38	00:00:07	6	553	381	553	465	507	757	361	653	0.7785286690507617	0	0.23433242506811988	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8961555651256017
185	5	0.259763851044505	2388.0793038504466	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	509		71.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.936	553	553	729	1011	809	715	553	737	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0665	adam	5	+accuracy	0.83	2497.936	00:00:10	9	553	553	729	517	809	517	553	737	1488.7197963169642	0	0.23433242506811988	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	14893.795452008928
186	1	0.3151680290644868	2.5801759992327007	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2485.388	449	601	553	271	833	601	713	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0839	adam	5	+accuracy	1.0	2485.388	00:00:05	5	429	601	553	231	18	601	713	553	0.0005551810775484357	0	0.25703905540417804	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.986401721409389
187	21	0.298819255222525	2.102639511653355	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	25	32	basic	0.2												linear				bag_of_word_counts	classifier	2479.916	745	931	553	1097	771	719	1027	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.055	adam	5	+accuracy	0.995	2479.916	00:01:29	25	743	931	553	1097	665	397	601	671	0.0134860027049269	0	0.2924613987284287	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.104749618257795
188	1	0.3060853769300636	1.9152906281607491	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.344	745	439	553	431	417	593	427	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0469	adam	5	+accuracy	1.0	2484.344	00:00:03	5	745	379	553	393	373	593	381	741	5.0866178103855676e-05	0	0.2688465031789282	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.6575757435389926
189	0	0.28428701180744775	1.7703477144241333	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2478.216	553	553	677	855	553	551	551	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0969	adam	5	+accuracy	1.0	2478.216	00:00:34	4	553	553	677	18	553	551	551	553	0.011622326182467597	0	0.2633969118982743	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.6064524378095353
190	8	0.2779291553133515	2.388852071762085	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.2		meanpool		True		197.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2494.928	743	699	687	601	553	593	601	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0362	adam	5	+accuracy	0.955	2494.928	00:00:15	12	743	699	687	461	553	593	513	553	0.16876876567091262	0	0.25340599455040874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.2936428036008563
191	3	0.29064486830154407	2.1885528257914952	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0												linear				bag_of_word_counts	classifier	2480.092	771	601	553	869	639	553	669	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0799	adam	5	+accuracy	1.0	2480.092	00:00:38	7	0	601	553	869	639	553	601	551	0.00846621926341738	0	0.2742960944595822	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3253046887261526
192	1	0.2688465031789282	2.3470395496913365	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2485.332	747	553	553	611	601	553	593	473	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0716	adam	5	+accuracy	1.0	2485.332	00:00:05	5	747	553	553	611	0	553	593	417	8.99604388645717e-06	0	0.26430517711171664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.341989265169416
193	0	0.2652134423251589	1.6814626182828631	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		meanpool		True		82.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2490.16	551	553	553	613	551	781	971	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0618	adam	5	+accuracy	0.95	2490.16	00:00:05	4	551	553	553	613	551	0	931	553	0.11707895462002073	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.0258564812796456
194	6	0.2706630336058129	96.61431219918387	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	10	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	118		71.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.412	615	901	653	551	641	767	711	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0455	adam	5	+accuracy	0.835	2495.408	00:00:12	10	0	901	653	551	641	767	711	18	31.21553216661726	0	0.18619436875567666	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	575.5373186383929
195	0	0.3151680290644868	1.6108540977750505	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2480.752	619	651	799	601	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.024	adam	5	+accuracy	0.99	2480.752	00:00:16	4	619	435	171	167	553	465	379	425	0.22217869119984762	0	0.2888283378746594	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6713928835732597
196	3	0.26612170753860126	4.119033030101231	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4		maxpool		True		288.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2508.532	593	651	799	601	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0844	adam	5	+accuracy	0.345	2508.532	00:00:09	7	193	651	799	601	553	0	771	747	2.4212521484919955	0	0.2488646684831971	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.1303114005497523
197	1	0.29518619436875565	2.275307273864746	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2491.196	747	553	553	611	601	553	593	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0781	adam	5	+accuracy	1.0	2491.18	00:00:05	5	747	553	553	611	601	553	557	18	4.7711389405386786e-05	0	0.26793823796548594	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.026482302801949
198	1	0.2652134423251589	1.9503495931625365	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.808	489	405	551	553	551	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0678	adam	5	+accuracy	1.0	2486.804	00:00:04	5	447	349	551	553	551	0	601	0	0.0003585176808493478	0	0.25885558583106266	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.396816376277378
199	3	0.24977293369663942	575.9176470075334	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	88		504.0	cnn	seq2vec	300.0	True	embedding	classifier	2494.312	713	553	553	663	601	553	669	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.071	adam	5	+accuracy	0.72	2494.312	00:00:08	7	713	553	553	175	289	333	669	551	397.2671345302037	0	0.22161671207992734	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4254.39873046875
